# Basic macro run statistics:,,,,,,,,,,,,,,,,,,,
# Date and time: 2023-08-14 18:09:28,,,,,,,,,,,,,,,,,,,
# Macro version: 13,,,,,,,,,,,,,,,,,,,
# Channel: 1,,,,,,,,,,,,,,,,,,,
# Cell (ROI) size interval: 5-Infinity um^2,,,,,,,,,,,,,,,,,,,
# Coefficient of variance threshold: 0,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
exp_code,BR_date,strain,medium,time,condition,frame,mean_background,cell_no,patch_density(find_maxima),patch_density(analyze_particles),area_fraction(patch_vs_ROI),length,length_SD,width,width_SD,size,size_SD,mean_patch_intensity,mean_patch_intensity_SD
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,32,4.2158,4.0536,19.3244,0.2982,0.09768,0.1909,0.0502,0.04767,0.0274,6385.6513,3386.733
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,33,4.4633,4.6073,27.0401,0.3249,0.118,0.2153,0.06224,0.05869,0.03459,6194.7454,3276.07
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,34,4.3665,4.694,21.5719,0.2918,0.07584,0.194,0.04264,0.04596,0.02036,6332.2069,3648.7413
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,35,4.5455,4.7203,24.3439,0.3178,0.07755,0.2029,0.03599,0.05157,0.01825,4738.6872,2271.1673
230811_k,230720,Y1494,SMDGE,24h,control,3,257.1548,36,2.9186,3.2834,19.7839,0.3626,0.1313,0.2093,0.05143,0.06025,0.02644,2765.0343,1459.5247
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,1,4.6691,4.0855,19.8033,0.3055,0.08013,0.1972,0.04454,0.04847,0.0197,4890.755,2572.4872
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,2,4.7304,4.5373,25.1996,0.3236,0.1258,0.2065,0.05174,0.05554,0.03341,5514.987,3173.2646
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,3,4.1013,3.9874,19.0576,0.2995,0.07228,0.1973,0.03875,0.04779,0.01898,3910.9655,2142.6375
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,4,4.5446,4.3823,25.2611,0.3218,0.09315,0.2184,0.05905,0.05764,0.02829,4608.7367,2556.8982
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,5,3.9593,3.8627,22.3373,0.343,0.1214,0.2049,0.04917,0.05783,0.03034,4628.2557,2384.3784
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,6,3.7416,3.3014,14.9022,0.2976,0.08372,0.1877,0.03453,0.04514,0.01822,6004.4603,2944.0586
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,7,4.3126,4.3126,26.2517,0.3497,0.09987,0.214,0.05286,0.06087,0.02868,5594.1733,2516.2307
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,8,4.3576,4.217,26.7011,0.3551,0.1023,0.22,0.05029,0.06332,0.02872,6603.0557,2984.8695
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,9,4.8415,4.9424,24.5674,0.2999,0.09212,0.1996,0.05384,0.04971,0.02833,5694.4776,2846.6421
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,10,3.2525,3.6352,18.6401,0.3244,0.1064,0.1959,0.03684,0.05128,0.02176,3612.2182,2292.6868
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,11,4.1834,4.2764,24.409,0.3334,0.08599,0.2109,0.05252,0.05708,0.02456,6264.4017,3413.1053
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,12,4.565,4.565,22.6955,0.3149,0.09186,0.1925,0.04227,0.04972,0.02318,5402.1652,2654.8426
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,13,4.186,5.4305,25.026,0.2973,0.08145,0.1902,0.0458,0.04608,0.02112,5589.9043,2854.6603
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,14,4.8664,4.6926,22.3642,0.2999,0.1065,0.198,0.03339,0.04766,0.02063,4714.3778,2461.9318
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,16,5.1401,5.1401,28.3465,0.3163,0.1047,0.21,0.05594,0.05515,0.03371,2725.3058,1530.9083
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,17,4.1782,4.2777,18.6224,0.2788,0.06982,0.1927,0.03521,0.04353,0.01876,4422.5228,2488.8441
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,18,4.8625,5.4704,21.7877,0.2659,0.07426,0.1846,0.04089,0.03983,0.01788,7668.5293,3538.4802
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,19,4.6031,4.7077,23.7821,0.3095,0.08087,0.2025,0.03913,0.05052,0.01966,5688.9324,2953.7977
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,20,4.1328,4.6134,24.2049,0.3081,0.08178,0.2061,0.06284,0.05247,0.02876,5069.3013,2739.9258
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,21,3.8913,3.4243,17.8827,0.3026,0.1077,0.2119,0.04657,0.05222,0.02741,4238.7518,2250.1839
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,22,4.442,3.909,19.7605,0.3221,0.124,0.1871,0.04885,0.05055,0.03164,6001.1755,3627.1177
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,23,4.5465,3.9782,18.6883,0.301,0.1026,0.1884,0.04879,0.04698,0.0268,3679.2336,1816.1954
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,24,5.3197,5.0663,26.8529,0.3091,0.09205,0.2096,0.0417,0.053,0.02376,5213.6769,2695.3079
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,25,4.2292,5.3488,29.0015,0.329,0.09343,0.202,0.05577,0.05422,0.02683,6194.1387,2746.2482
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,26,4.6147,4.0822,19.5215,0.2975,0.08336,0.1969,0.04114,0.04782,0.02245,3547.198,1960.0352
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,27,4.8644,4.8644,24.0686,0.3034,0.0824,0.2044,0.03526,0.04948,0.01842,5492.6338,2625.6931
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,28,4.068,4.3073,16.7155,0.2735,0.07434,0.1754,0.03901,0.03881,0.01704,5505.903,3259.9567
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,29,4.7335,5.3646,30.3577,0.3279,0.1028,0.2086,0.05002,0.05659,0.03079,6166.8948,3081.7149
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,30,4.8165,5.0405,26.2869,0.3168,0.09067,0.2026,0.04572,0.05215,0.02209,5794.0491,2863.025
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,31,3.9036,4.3039,29.4695,0.3822,0.1642,0.2146,0.0538,0.06847,0.04319,6828.935,3279.7788
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,32,4.4989,4.0491,19.5727,0.3061,0.1262,0.1971,0.04385,0.04834,0.02344,4328.0681,2540.7484
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,33,4.2666,4.608,28.3137,0.3328,0.08978,0.228,0.04746,0.06144,0.02388,4179.1648,2453.9625
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,34,4.2363,4.2363,19.5303,0.2978,0.08613,0.1882,0.04999,0.0461,0.02302,5421.4239,2643.9557
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,35,4.4369,4.051,21.9858,0.3331,0.1162,0.2,0.03261,0.05427,0.02536,4277.9561,2356.9248
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,36,5.2389,4.8734,26.0545,0.3174,0.101,0.2055,0.04599,0.05346,0.02653,4307.1575,2111.9773
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,37,5.3812,4.4534,20.8641,0.2913,0.06516,0.199,0.03875,0.04685,0.01762,3263.5225,1813.1849
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,38,5.0215,5.0215,22.1678,0.2909,0.08393,0.1876,0.03728,0.04415,0.01879,4650.0241,2251.0353
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,39,4.6993,5.3123,29.6088,0.3355,0.1125,0.1993,0.06262,0.05574,0.03454,5334.1935,2446.5539
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,40,4.5732,4.7859,26.6862,0.3264,0.09214,0.2073,0.05182,0.05576,0.02613,6239.8468,3053.867
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,41,4.2722,4.6995,21.7277,0.2932,0.06317,0.1953,0.03977,0.04623,0.01698,5358.4745,3073.2165
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,42,4.0154,4.1589,18.8928,0.2894,0.0831,0.1926,0.04954,0.04543,0.02259,4214.2929,2511.0819
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,43,4.3566,3.6596,25.0934,0.3622,0.1034,0.2309,0.06529,0.06857,0.03594,7163.4397,3409.8667
230811_k,230720,Y1494,SMDGE,24h,control,4,474.7878,44,4.1137,4.6811,26.0756,0.3402,0.09627,0.2029,0.05246,0.0557,0.02519,5842.8985,3213.6079
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,1,4.1472,3.5328,19.4353,0.3484,0.1407,0.1935,0.04308,0.05501,0.02843,5966.5698,3131.8322
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,2,4.0902,4.2947,23.089,0.3263,0.07369,0.2055,0.04114,0.05376,0.01841,5495.3694,3364.3629
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,3,3.8978,3.5589,17.0301,0.3269,0.1054,0.1831,0.03436,0.04785,0.01932,3452.8718,1629.8874
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,4,4.7837,3.8638,21.3078,0.3272,0.1036,0.206,0.04427,0.05515,0.02699,5053.6833,2745.0919
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,5,4.6795,4.0946,21.3774,0.3148,0.08694,0.2037,0.05163,0.05221,0.02392,4370.0393,2581.5781
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,6,4.4447,4.638,26.6134,0.3303,0.1018,0.2135,0.0479,0.05738,0.02842,6549.4712,3173.851
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,7,4.1442,4.4144,22.0811,0.3156,0.09592,0.1928,0.0514,0.05002,0.02649,5981.8958,2943.3556
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,8,4.8381,3.8014,16.0932,0.288,0.0725,0.1824,0.03892,0.04234,0.01666,3059.0226,1622.2021
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,9,5.0233,4.4392,26.5211,0.3386,0.1023,0.2133,0.05906,0.05974,0.03127,6077.2374,3152.789
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,10,3.8636,4.6363,27.6042,0.3307,0.1113,0.2151,0.05984,0.05954,0.03266,6370.8798,3673.1369
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,11,4.4765,3.698,18.2469,0.336,0.1069,0.1839,0.03239,0.04934,0.02009,7357.882,3814.804
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,12,4.5481,5.1545,25.3135,0.3077,0.09863,0.1924,0.05398,0.04911,0.0272,6542.1429,2766.6787
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,13,5.0425,5.4627,30.8014,0.326,0.117,0.2054,0.05967,0.05638,0.03782,6501.4493,3121.2413
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,14,3.5711,3.7497,14.442,0.2663,0.04025,0.1812,0.0436,0.03852,0.01262,6401.4226,4154.5939
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,15,4.8347,4.6199,27.9131,0.3485,0.1355,0.2085,0.06106,0.06042,0.04014,4580.0381,2313.5548
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,16,4.2947,3.6812,14.0351,0.2683,0.07063,0.172,0.05188,0.03813,0.01955,5234.2633,2723.0666
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,17,4.352,4.7146,20.0556,0.2791,0.0696,0.1889,0.042,0.04254,0.01764,4417.1102,2048.8983
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,18,4.9979,4.8056,22.2615,0.2904,0.1041,0.1925,0.0464,0.04632,0.02617,6302.6339,3357.8234
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,19,4.0727,4.3221,23.6822,0.3166,0.08945,0.213,0.0495,0.05479,0.02478,3521.6534,2067.2346
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,20,4.7083,4.8468,25.3288,0.3181,0.1051,0.2003,0.05322,0.05226,0.0264,6755.6124,3347.7105
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,21,4.7596,4.5765,24.7897,0.3232,0.09035,0.2072,0.03764,0.05417,0.02307,4933.0047,2273.0451
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,22,4.8858,5.005,31.1428,0.3471,0.124,0.2147,0.05465,0.06222,0.03671,6780.5831,3426.4495
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,23,4.285,4.4498,26.458,0.3336,0.0878,0.2199,0.04887,0.05946,0.0259,4773.5695,2780.8362
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,24,4.191,4.3906,33.476,0.3851,0.1497,0.2335,0.06555,0.07625,0.04931,5484.9132,2804.3718
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,25,4.755,4.0757,19.7711,0.303,0.07803,0.1988,0.0382,0.04851,0.01905,4610.466,2569.6763
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,26,5.6678,4.6676,23.6977,0.3104,0.07353,0.2029,0.0424,0.05077,0.01972,5300.1206,2663.8194
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,27,4.6964,4.8641,21.7369,0.3056,0.09,0.1825,0.04534,0.04469,0.01863,6632.8419,3914.9155
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,28,5.0215,4.4128,26.5734,0.3362,0.09401,0.2215,0.04351,0.06022,0.02455,5652.804,3135.4892
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,29,3.8494,3.8494,17.0516,0.2966,0.1002,0.1857,0.03938,0.0443,0.01983,3629.6124,1988.5785
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,30,4.9017,4.5173,25.6478,0.3298,0.1162,0.2085,0.05005,0.05678,0.02959,6555.3817,3761.0376
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,31,4.4189,4.18,29.1621,0.3732,0.1048,0.2257,0.0611,0.06977,0.036,6198.1205,3326.5577
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,32,5.3402,5.3402,27.4189,0.3087,0.09785,0.2023,0.04585,0.05134,0.02743,4757.7821,2442.2508
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,33,4.272,4.6788,24.6494,0.3133,0.08988,0.2044,0.05135,0.05268,0.02664,6513.7885,4381.8099
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,34,4.3794,4.5162,25.2411,0.3192,0.08229,0.2139,0.06298,0.05589,0.03274,4931.7488,2827.6366
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,35,3.7494,3.3548,14.5103,0.294,0.09598,0.1821,0.02816,0.04325,0.02015,3802.058,2259.6952
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,36,4.4418,4.2887,21.68,0.3043,0.1117,0.2028,0.04242,0.05055,0.02604,4202.7585,2089.1352
230811_k,230720,Y1494,SMDGE,24h,control,5,530.5969,37,4.0383,4.2139,25.1748,0.347,0.1214,0.2121,0.05552,0.05974,0.0306,6576.0238,3317.5849
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,1,3.7887,4.1331,22.5114,0.3048,0.04752,0.2237,0.04008,0.05447,0.0162,4570.345,2989.5766
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,2,4.8716,3.9859,15.8073,0.2756,0.09993,0.1744,0.04275,0.03966,0.02384,3964.9503,2044.2022
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,3,4.5696,4.3831,23.2571,0.3266,0.09419,0.2004,0.04421,0.05306,0.02373,5445.4055,3540.2157
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,4,4.4108,4.3189,24.3525,0.3208,0.1002,0.2164,0.0448,0.05639,0.02474,4455.5025,3079.696
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,5,4.0834,2.45,11.9266,0.3001,0.0696,0.2035,0.03803,0.04868,0.01646,2849.5702,1892.5624
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,6,4.4428,4.4428,21.7786,0.3048,0.1015,0.1913,0.06128,0.04902,0.02909,5364.4477,3126.3286
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,7,3.9524,3.7877,25.2775,0.3386,0.09026,0.2406,0.05188,0.06674,0.02975,4777.5991,2956.9039
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,8,4.5764,4.4287,26.9109,0.3382,0.1151,0.2191,0.05198,0.06076,0.03034,4714.9891,2847.0684
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,9,4.6066,4.7986,23.052,0.3036,0.09544,0.1898,0.05476,0.04804,0.02925,5796.4277,3229.5327
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,10,3.9293,4.0186,21.7237,0.3263,0.09178,0.2076,0.03292,0.05406,0.01982,5016.3953,3681.2575
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,11,3.1392,3.3871,17.8183,0.3296,0.1008,0.1977,0.03689,0.05261,0.02283,3433.3581,2556.3138
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,12,4.4786,3.5829,16.685,0.2837,0.08613,0.1994,0.05176,0.04657,0.02428,3114.7183,2216.4749
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,13,4.7891,4.7891,23.6174,0.3021,0.06639,0.2019,0.04289,0.04931,0.01881,4327.0071,2804.4482
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,14,4.2008,3.5706,17.3102,0.2946,0.04216,0.2081,0.02604,0.04848,0.01074,3550.616,2439.7746
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,15,4.0971,4.2336,20.7531,0.2996,0.07952,0.2007,0.04544,0.04902,0.02142,6657.0586,4562.2893
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,16,4.1727,4.1727,20.7386,0.3014,0.07193,0.2056,0.04083,0.0497,0.01813,7237.9582,5044.5135
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,17,4.7094,4.3472,18.0355,0.2761,0.07665,0.1869,0.03352,0.04149,0.01538,3892.3481,2706.6515
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,18,4.5356,4.8716,20.8955,0.3028,0.07601,0.1775,0.04352,0.04289,0.01686,5994.0919,3286.4092
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,19,4.6985,4.9984,24.6554,0.3121,0.08656,0.1949,0.04301,0.04933,0.02164,5147.1407,3171.0226
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,20,4.4015,4.695,25.9215,0.3341,0.09254,0.2082,0.04197,0.05521,0.02041,3890.9944,2621.5839
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,21,5.0922,5.0922,29.4901,0.3434,0.1128,0.204,0.05268,0.05791,0.02919,6667.7546,3233.7523
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,22,3.6186,3.8598,15.5211,0.2822,0.06858,0.1761,0.04387,0.04021,0.01772,3387.86,2273.2956
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,23,4.5887,4.1897,18.0318,0.2784,0.06331,0.1928,0.03132,0.04304,0.01602,3037.3546,2382.2073
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,24,3.9004,3.615,20.956,0.3297,0.07505,0.2205,0.03984,0.05797,0.02086,3989.4434,2931.4213
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,25,4.2269,4.2269,22.1368,0.3218,0.1033,0.197,0.05257,0.05237,0.0282,6824.9999,3676.5524
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,26,3.84,3.84,22.9066,0.3406,0.13,0.2079,0.0572,0.05965,0.04096,6008.4338,3507.3309
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,27,4.1153,4.0346,23.2633,0.3323,0.08814,0.2159,0.04818,0.05766,0.02324,4377.6401,2713.6631
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,28,4.4818,4.4818,24.6686,0.3347,0.1214,0.1996,0.04386,0.05504,0.03061,5216.6218,3004.1223
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,29,4.4267,4.1316,14.2857,0.2534,0.04818,0.1714,0.02795,0.03458,0.0103,2810.03,1717.5512
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,30,4.2853,3.7139,22.4508,0.3482,0.1066,0.2117,0.05031,0.06045,0.02907,5463.7178,3290.7563
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,31,3.9763,4.0627,22.9078,0.333,0.09489,0.212,0.04001,0.05639,0.02215,5080.0981,3492.2386
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,32,3.8558,4.191,25.3724,0.3415,0.1026,0.2191,0.03576,0.06054,0.02673,7205.208,4142.3406
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,33,3.8892,4.0836,22.6988,0.3093,0.05908,0.227,0.03534,0.05558,0.01514,4051.6341,2953.3384
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,34,4.1358,3.8049,18.4997,0.3089,0.07596,0.1963,0.03819,0.04862,0.01763,4031.8562,2843.9077
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,35,3.9362,3.3306,13.4508,0.2704,0.06271,0.1856,0.03798,0.04039,0.01518,4335.2633,3112.0132
230811_k,230720,Y1495,SMDGE,24h,control,1,468.0109,36,4.2368,4.0739,21.318,0.3091,0.08198,0.2074,0.04993,0.05233,0.0236,4556.2078,3207.8125
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,1,4.9797,5.2061,22.3994,0.284,0.09509,0.1827,0.05437,0.04303,0.02656,7403.0315,3800.44
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,2,3.6773,2.6477,17.5304,0.402,0.2522,0.1951,0.04364,0.06621,0.04949,7645.133,4769.7923
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,3,4.162,4.162,20.1079,0.2931,0.0682,0.206,0.04276,0.04831,0.01749,3777.3392,2917.8771
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,4,4.7933,4.3368,22.7273,0.3378,0.1044,0.1936,0.05576,0.05241,0.02434,6712.2634,4043.1131
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,5,4.2496,3.8384,21.7556,0.3272,0.08206,0.2139,0.04345,0.05668,0.02301,4906.8506,3357.2307
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,6,4.7234,4.5306,26.078,0.3222,0.08278,0.2211,0.0404,0.05756,0.02276,5103.4355,3545.0838
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,7,4.0089,4.5261,25,0.318,0.08265,0.2143,0.04783,0.05523,0.02236,7001.3882,4728.6563
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,8,3.8337,3.8337,19.0931,0.2993,0.06147,0.2086,0.03115,0.0498,0.01501,3633.9615,2721.0521
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,9,3.5944,3.9003,19.0956,0.2996,0.06526,0.2035,0.04693,0.04896,0.01845,4606.1845,3810.4663
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,10,4.296,4.296,29.1021,0.3568,0.1029,0.2327,0.0538,0.06774,0.03058,5500.9514,3671.8696
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,11,4.938,4.5676,24.6596,0.3096,0.0997,0.2081,0.05778,0.05399,0.03362,6454.7028,3533.4858
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,12,3.9887,3.9887,21.2428,0.3141,0.0808,0.2114,0.04047,0.05326,0.01937,4493.6042,3293.2448
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,13,4.9082,5.142,29.2875,0.3275,0.09161,0.2169,0.04653,0.05696,0.02251,5737.1808,3360.3296
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,14,4.8974,4.6093,17.564,0.259,0.0376,0.1846,0.04043,0.03811,0.01141,3519.2108,2749.0982
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,15,4.7604,4.5534,25.4914,0.3266,0.08836,0.2114,0.04281,0.05598,0.02548,4693.139,2973.3719
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,16,4.9378,5.4442,27.8898,0.306,0.1193,0.1995,0.05171,0.05123,0.03296,5775.0906,3689.2817
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,17,4.5306,4.1366,19.8552,0.3019,0.07756,0.1959,0.04412,0.048,0.02056,3752.6131,2493.7634
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,18,5.2256,4.8236,20.8128,0.2667,0.0694,0.1996,0.04295,0.04315,0.0182,4446.8537,2656.8607
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,19,3.925,3.3053,17.9747,0.3374,0.09636,0.201,0.04421,0.05438,0.02182,3587.5594,2320.7179
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,20,3.9045,3.9975,21.8456,0.3173,0.0755,0.2171,0.03153,0.05465,0.01677,3750.1377,2856.5922
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,21,4.7335,4.4108,25.9064,0.3354,0.1049,0.2146,0.0449,0.05873,0.02689,5432.8182,3116.5759
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,22,4.5764,4.4287,22.4333,0.3142,0.08858,0.2,0.04159,0.05065,0.02038,4899.8901,2959.3953
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,23,4.0878,4.1927,25.5299,0.3351,0.08747,0.2229,0.05811,0.06089,0.02676,6431.4203,4831.8412
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,24,4.1693,3.5737,18.1569,0.32,0.08258,0.1983,0.03126,0.05081,0.01845,4560.4826,3004.4466
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,25,4.2508,3.9471,21.5194,0.3225,0.113,0.209,0.04108,0.05452,0.0256,4934.7348,3630.3736
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,26,4.3473,4.5212,28.6095,0.3338,0.101,0.2294,0.05589,0.06328,0.03274,7052.1717,4244.8004
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,27,4.0841,3.7573,17.8178,0.2913,0.07986,0.2,0.04,0.04742,0.02069,4097.5922,2917.603
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,28,3.8573,4.0409,20.2026,0.3014,0.09165,0.2038,0.04145,0.04999,0.02254,4921.6392,3495.0828
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,29,4.609,4.0503,30.1669,0.3814,0.1446,0.2376,0.06958,0.07448,0.04108,6917.1878,3839.7618
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,30,4.1386,4.6904,31.0228,0.3659,0.1391,0.2156,0.0666,0.06614,0.04366,7932.2553,4441.4724
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,31,3.3193,3.7342,17.0763,0.273,0.05645,0.2099,0.04621,0.04573,0.01693,3885.9376,2976.9543
230811_k,230720,Y1495,SMDGE,24h,control,2,528.5613,32,3.7517,3.5542,14.8215,0.2976,0.09378,0.1783,0.02466,0.0417,0.01426,4322.4501,2958.4347
