# Basic macro run statistics:,,,,,,,,,,,,,,,,,,,
# Date and time: 2023-08-14 18:09:28,,,,,,,,,,,,,,,,,,,
# Macro version: 13,,,,,,,,,,,,,,,,,,,
# Channel: 1,,,,,,,,,,,,,,,,,,,
# Cell (ROI) size interval: 5-Infinity um^2,,,,,,,,,,,,,,,,,,,
# Coefficient of variance threshold: 0,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
exp_code,BR_date,strain,medium,time,condition,frame,mean_background,cell_no,patch_density(find_maxima),patch_density(analyze_particles),area_fraction(patch_vs_ROI),length,length_SD,width,width_SD,size,size_SD,mean_patch_intensity,mean_patch_intensity_SD
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,6,3.3228,3.0672,14.2913,0.2991,0.06201,0.195,0.03986,0.04659,0.0174,3752.9265,3473.8653
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,7,3.8748,3.8748,18.75,0.297,0.05147,0.2058,0.03539,0.04839,0.01257,5074.9723,3583.6238
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,8,3.6401,2.9121,13.3829,0.2803,0.05604,0.208,0.02728,0.04596,0.01139,3011.5155,2356.3229
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,9,3.9623,3.4671,18.1335,0.3192,0.08733,0.2047,0.03833,0.0523,0.02034,5701.1759,3331.7728
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,10,4.1797,3.6098,16.1234,0.2921,0.1221,0.1921,0.03998,0.04467,0.02025,4437.1389,3133.5256
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,11,4.4123,4.4123,21.7979,0.2976,0.05913,0.208,0.04348,0.0494,0.01662,4476.9233,2896.0605
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,12,4.6663,4.1752,17.231,0.2688,0.06493,0.192,0.02745,0.04127,0.01379,4230.6721,2915.2514
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,13,4.7853,4.3865,18.3873,0.2644,0.07013,0.192,0.04932,0.04192,0.02138,5781.4361,3303.7504
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,14,3.7832,3.5223,15.1079,0.2768,0.04912,0.1946,0.03406,0.04289,0.01277,4028.1071,3681.1246
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,15,3.7597,3.265,16.3989,0.3028,0.06854,0.2055,0.0343,0.05023,0.01978,4339.5594,2999.2676
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,16,5.1554,4.8331,26.2586,0.3195,0.08915,0.2111,0.041,0.05433,0.02121,5963.7269,3354.9153
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,17,3.7872,3.5066,18.9944,0.3167,0.1024,0.2082,0.03858,0.05417,0.02669,4671.794,3254.953
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,18,4.29,4.29,21.3582,0.3153,0.08187,0.2025,0.04219,0.04979,0.01576,3727.2577,2465.9151
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,19,5.2592,4.6018,20.9466,0.2965,0.08569,0.192,0.0307,0.04552,0.01686,5297.7612,3128.5226
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,20,4.9705,4.9705,21.0152,0.2675,0.06034,0.1974,0.03048,0.04228,0.01346,4717.0193,2814.1019
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,21,2.9564,2.3903,9.578,0.2814,0.05452,0.1799,0.042,0.04007,0.01335,2662.4467,2520.669
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,22,4.1025,4.1025,19.457,0.297,0.07123,0.2001,0.04122,0.04743,0.01609,4851.1878,3509.8964
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,23,3.1472,2.5381,12.1306,0.2948,0.02724,0.205,0.0327,0.04779,0.01012,3275.2429,2260.5294
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,24,4.1056,4.1056,19.0614,0.2864,0.0745,0.2012,0.03545,0.04643,0.01769,4477.138,2715.9295
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,25,3.7615,3.5906,17.7056,0.3071,0.067,0.2023,0.02599,0.04931,0.01479,6024.2338,4056.0033
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,26,4.0613,3.8475,20.6614,0.3227,0.1021,0.2056,0.0494,0.0537,0.02437,6218.5664,4467.7235
230811_k,230728,Y1495,SMDGE,24h,control,5,612.8241,27,4.1374,3.7927,17.9577,0.2884,0.06106,0.2046,0.03477,0.04735,0.01639,4595.2901,3158.0676
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,1,4.2902,3.7754,17.2976,0.2993,0.09855,0.1915,0.03816,0.04582,0.01973,4489.9856,2689.218
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,2,4.3686,4.2126,19.7897,0.3003,0.07667,0.195,0.03248,0.04698,0.01699,3929.8981,2359.7207
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,3,4.1636,3.7175,17.631,0.2948,0.07946,0.2016,0.03815,0.04743,0.0174,4639.2095,3371.9359
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,4,4.051,4.4369,23.7293,0.3199,0.1099,0.2031,0.04489,0.05348,0.02839,4782.6098,2741.1844
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,5,5.0409,5.0409,29.5893,0.3282,0.09509,0.2164,0.05374,0.0587,0.031,6203.1794,3392.1546
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,7,4.6695,5.0197,25.8226,0.3064,0.1004,0.2017,0.05339,0.05144,0.02864,3567.9484,2253.819
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,8,3.4109,3.4984,16.1308,0.306,0.07352,0.1885,0.04129,0.04611,0.01719,3988.7144,3104.9115
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,9,3.8591,4.2653,17.486,0.2774,0.07939,0.1858,0.03581,0.041,0.0157,4378.1731,2534.6943
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,10,4.67,4.8368,23.4032,0.3012,0.09034,0.199,0.03694,0.04839,0.02066,4419.2454,2518.5033
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,11,5.4841,5.295,24.6813,0.3119,0.1074,0.1843,0.0435,0.04661,0.02196,4538.0796,2581.0968
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,12,4.7251,4.9069,22.1047,0.2876,0.08216,0.1953,0.04093,0.04505,0.01982,2944.3479,1917.6756
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,13,4.6478,4.4979,17.593,0.2705,0.07586,0.1757,0.04841,0.03911,0.02044,5024.4132,3713.0326
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,14,4.8433,4.6328,20,0.2873,0.0763,0.1894,0.03765,0.04317,0.01492,3509.6915,1960.9712
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,15,3.0952,3.0952,16.1207,0.3104,0.09281,0.2083,0.03613,0.05208,0.02219,4658.9023,3777.1036
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,16,3.5191,3.5191,23.0189,0.3554,0.1474,0.2184,0.07148,0.06541,0.04349,6093.7076,3639.0554
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,17,4.3507,4.3507,21.2678,0.3066,0.08794,0.1972,0.04868,0.04888,0.02195,5139.6979,3329.0992
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,18,4.5006,4.5006,24.2942,0.3303,0.08583,0.2005,0.05047,0.05398,0.02458,6750.9903,4402.5221
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,19,4.047,3.6706,15.6863,0.2765,0.07149,0.1925,0.03912,0.04274,0.01681,4904.9421,3519.7529
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,20,4.6195,4.3308,21.893,0.3269,0.1093,0.1899,0.03476,0.05055,0.02356,4544.1611,2900.1236
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,21,4.0605,4.529,20.5742,0.2959,0.06679,0.1923,0.03335,0.04543,0.01558,3451.0643,2491.5984
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,22,5.1096,4.7008,20.9142,0.2881,0.0943,0.1894,0.03775,0.04449,0.02199,2578.8835,1507.0413
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,23,4.0827,3.8678,21.7248,0.333,0.1246,0.2027,0.04937,0.05617,0.03705,5416.8342,3564.5038
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,24,4.0883,3.6463,16.4184,0.2879,0.09149,0.193,0.04168,0.04503,0.02109,4816.2279,4318.7362
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,25,4.1518,3.8325,18.0528,0.304,0.07627,0.1921,0.035,0.0471,0.01851,4988.8047,3442.9598
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,26,4.3473,4.5212,20.4049,0.2954,0.1231,0.1924,0.03292,0.04513,0.02079,4833.2335,2949.3841
230811_k,230728,Y1499,SMDGE,24h,control,1,615.8997,27,4.3573,3.9611,18.8714,0.3191,0.09871,0.1872,0.02884,0.04764,0.01754,3512.8595,1651.1846
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,1,4.4841,3.3041,18.6551,0.3249,0.1055,0.206,0.05679,0.05646,0.03165,6199.3155,4113.3183
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,2,4.1825,4.4334,22.8344,0.3159,0.08358,0.2038,0.03637,0.05151,0.01927,4389.2613,2985.8334
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,3,4.7257,4.7257,26.2606,0.3301,0.08551,0.2101,0.04551,0.05557,0.02149,6725.356,3957.9798
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,4,4.5403,4.0358,28.5162,0.3799,0.1592,0.2247,0.05283,0.07066,0.04132,6014.5966,3180.3302
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,5,3.4358,3.9266,15.5639,0.2802,0.08716,0.1741,0.04089,0.03964,0.01987,5834.89,4008.1375
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,6,4.7211,4.7211,19.2636,0.2862,0.09867,0.1821,0.02527,0.0408,0.01358,3452.5387,1817.6131
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,7,4.2103,4.3105,23.7101,0.315,0.09683,0.212,0.05619,0.055,0.0307,4945.7711,3290.3725
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,8,4.0996,3.8584,21.6476,0.3346,0.1028,0.2058,0.04376,0.0561,0.02456,6287.6723,5245.0756
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,9,3.3505,3.3505,17.6504,0.3194,0.06377,0.207,0.04167,0.05268,0.01759,4200.8008,3171.0943
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,10,4.3128,4.5088,24.3243,0.3211,0.08254,0.2095,0.02866,0.05395,0.01983,4940.2634,2981.1819
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,11,5.0464,4.2389,19.7897,0.298,0.07858,0.1996,0.03501,0.04669,0.014,3841.8321,2268.6408
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,12,4.9059,4.7526,28.605,0.3459,0.09287,0.2142,0.05462,0.06019,0.02734,6618.1975,3547.5326
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,13,4.5276,3.9788,16.7718,0.2882,0.05859,0.1832,0.046,0.04215,0.01551,6215.6662,5156.5616
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,14,4.1025,4.1025,26.0935,0.3662,0.1106,0.2149,0.04006,0.0636,0.02556,7440.6962,4417.8018
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,15,4.9488,4.7239,21.3646,0.3087,0.1089,0.1808,0.04554,0.04523,0.02402,3234.5182,1629.6515
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,16,4.1981,4.5797,26.1912,0.3296,0.103,0.2094,0.05223,0.05719,0.03175,4529.9788,3016.6556
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,17,4.8575,3.9097,22.5045,0.3448,0.08356,0.2083,0.03886,0.05756,0.02033,6273.475,3981.6774
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,18,4.3391,4.6605,23.4367,0.3003,0.07577,0.2066,0.04443,0.05029,0.02067,4387.8118,3355.6225
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,19,4.0534,3.5467,17.2617,0.3005,0.07778,0.204,0.03495,0.04867,0.01576,3762.7073,2474.9329
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,20,4.8334,4.9756,22.0819,0.2834,0.07747,0.1928,0.04136,0.04438,0.02115,3741.5848,2176.8643
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,21,4.3157,4.4756,22.5269,0.3199,0.09919,0.1975,0.04048,0.05033,0.01924,3317.8609,2228.4652
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,22,4.674,5.1933,20.366,0.2748,0.06947,0.1793,0.0356,0.03922,0.01418,2636.4028,1472.6819
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,23,4.5368,4.6628,26.9498,0.3265,0.09787,0.2161,0.05138,0.0578,0.02748,5559.9985,3323.9017
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,24,4.6535,4.5605,22.726,0.3019,0.06749,0.2063,0.0402,0.04983,0.01715,4010.7212,2485.7415
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,25,4.3842,4.4737,24.534,0.3126,0.09068,0.217,0.04473,0.05484,0.02424,5554.206,3405.2195
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,26,4.0131,4.2189,21.8159,0.307,0.09779,0.2046,0.05366,0.05171,0.02632,6800.4144,4486.3077
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,27,4.5854,4.7938,23.7548,0.3111,0.1092,0.1888,0.05517,0.04955,0.03146,6597.8523,3211.1146
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,28,4.4395,4.2465,21.644,0.2996,0.08297,0.2074,0.05355,0.05097,0.0234,7141.9047,4498.984
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,29,3.6414,3.3103,18.0527,0.3212,0.0976,0.215,0.02622,0.05453,0.01746,4710.6047,3222.4161
230811_k,230728,Y1499,SMDGE,24h,control,2,656.066,30,4.5798,4.4036,27.5229,0.3434,0.09861,0.2222,0.05151,0.0625,0.02812,5908.8253,3404.5915
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,1,4.8826,5.0046,25.6545,0.3122,0.09149,0.203,0.04734,0.05126,0.02523,5150.5788,3092.5204
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,2,5.0055,5.0055,22.8115,0.2961,0.1203,0.1865,0.03899,0.04557,0.02721,2602.8228,1491.6009
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,3,4.0231,3.7953,19.0698,0.3084,0.08413,0.205,0.03288,0.05025,0.01684,4562.527,3420.2784
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,4,4.9913,4.4566,21.3545,0.3032,0.08183,0.1977,0.03601,0.04792,0.0176,3371.2225,2285.6924
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,5,4.7795,4.182,28.1269,0.3723,0.1099,0.2234,0.04692,0.06726,0.02928,5833.6082,3141.0942
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,6,4.1987,4.2987,24.2266,0.3314,0.1226,0.2115,0.04688,0.05636,0.02506,4992.3801,2960.6106
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,7,4.7943,4.4108,24.0012,0.321,0.08207,0.2109,0.04265,0.05441,0.02057,5758.8173,3872.6085
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,8,5.2584,5.2584,26.8124,0.3189,0.09213,0.1979,0.04167,0.05099,0.02108,6470.1612,3575.2693
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,9,4.3128,4.4108,23.3033,0.3088,0.07961,0.21,0.04482,0.05283,0.02488,4226.9238,2872.0953
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,10,4.9832,4.9832,22.431,0.2878,0.07034,0.1938,0.04723,0.04501,0.01836,4115.0748,2705.2978
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,11,3.9164,4.0119,18.3202,0.288,0.0584,0.1966,0.0377,0.04566,0.01689,3796.3224,2484.8014
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,12,4.1066,3.3461,15.9832,0.3035,0.09368,0.1907,0.05234,0.04777,0.02573,4198.7793,3060.5412
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,13,3.5707,3.7331,18.7469,0.3032,0.0945,0.2033,0.04885,0.05022,0.02405,3586.7169,2605.6636
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,14,4.6717,4.2565,21.0242,0.2991,0.07175,0.2037,0.04338,0.04939,0.0202,5521.281,4137.9202
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,15,4.2806,3.8526,18.0328,0.2948,0.09349,0.1936,0.04262,0.04681,0.02273,6266.3565,3899.2899
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,16,4.0296,4.0296,22.3172,0.3359,0.07841,0.2055,0.04309,0.05538,0.02061,6391.4233,3690.2999
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,17,4.7304,3.9835,22.9596,0.3345,0.105,0.2174,0.0341,0.05764,0.02108,8426.3821,4155.5909
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,18,4.5364,4.647,25.5593,0.3098,0.08916,0.2167,0.05214,0.055,0.03191,4797.9767,3531.22
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,19,4.9102,4.9102,24.9406,0.3103,0.09253,0.2045,0.03619,0.05079,0.01997,5141.5906,2394.2548
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,20,3.899,4.6416,22.2981,0.2992,0.08639,0.2012,0.04044,0.04804,0.0181,6758.3829,4690.8095
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,21,4.3069,4.3069,22.4317,0.3136,0.1055,0.2027,0.05057,0.05208,0.02529,7307.5204,4662.4955
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,22,4.4684,4.4684,20.7841,0.2942,0.06912,0.1973,0.05247,0.04651,0.01878,4305.5406,2785.5955
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,23,4.2008,3.7807,18.3719,0.2932,0.07591,0.205,0.04145,0.04859,0.02007,3841.6899,3105.0334
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,24,5.0644,4.4313,26.9977,0.3444,0.1133,0.2163,0.0467,0.06092,0.03055,4527.7865,2531.6427
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,25,4.5784,5.0215,23.9367,0.2954,0.09096,0.1979,0.04278,0.04767,0.02305,5999.1508,3377.3504
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,26,3.7091,3.788,19.8017,0.3136,0.07981,0.2073,0.03564,0.05228,0.01955,3764.251,3314.0482
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,27,4.0673,4.5031,19.9377,0.2923,0.07738,0.1886,0.03723,0.04428,0.01774,6696.995,5199.5829
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,28,3.889,3.6112,16.3404,0.293,0.07083,0.1909,0.047,0.04525,0.0183,7026.6609,3465.9757
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,29,4.0213,4.0213,22.7105,0.346,0.1027,0.2026,0.04684,0.05647,0.02318,3914.6702,2384.1671
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,30,4.6949,4.6949,21.9512,0.2998,0.09611,0.1882,0.04925,0.04676,0.0269,3934.1511,2365.7487
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,31,4.3147,4.3147,19.6141,0.2965,0.06921,0.1937,0.03722,0.04546,0.01575,4656.8706,3312.0549
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,32,4.3095,4.6842,24.8852,0.3176,0.1047,0.2054,0.04911,0.05313,0.02563,6909.5093,4454.7564
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,33,4.6345,4.4689,24.7972,0.3488,0.128,0.2,0.04195,0.05549,0.02387,6643.051,4566.8708
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,34,3.3044,3.1575,15.793,0.2931,0.05953,0.213,0.03829,0.05002,0.01794,3012.5427,2883.7625
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,35,4.8571,4.4686,20.5952,0.3217,0.1167,0.1792,0.03235,0.04609,0.02146,3656.7942,2398.1323
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,37,3.966,3.7677,19.4411,0.3175,0.07265,0.2041,0.03918,0.0516,0.01619,3559.7688,2303.5799
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,38,4.3665,4.8517,24.0059,0.2985,0.07612,0.2035,0.04851,0.04948,0.02089,5958.3919,3861.7072
230811_k,230728,Y1499,SMDGE,24h,control,3,727.7501,39,4.8466,4.7534,26.9275,0.3362,0.1008,0.2083,0.0424,0.05665,0.02552,4595.6153,3224.7124
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,1,4.1773,3.9874,18.9645,0.2996,0.1025,0.1979,0.03596,0.04756,0.02082,3811.6816,2224.821
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,2,4.626,4.5184,24.9506,0.3204,0.09188,0.2102,0.05038,0.05522,0.02654,5762.6004,2927.8458
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,3,4.1621,4.8193,21.6107,0.3009,0.08743,0.1812,0.05537,0.04484,0.02355,7344.6193,3443.6584
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,4,4.3623,4.5562,23.1363,0.3105,0.0928,0.199,0.04449,0.05078,0.02366,4045.4182,2492.3772
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,5,4.4659,4.563,21.4753,0.3044,0.08312,0.1898,0.04284,0.04706,0.0209,5396.1294,3054.346
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,6,3.9018,3.8222,20.3952,0.3178,0.09324,0.2063,0.0435,0.05336,0.02695,3419.4546,2513.9805
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,7,4.21,3.4671,17.9059,0.3135,0.08746,0.2025,0.05474,0.05165,0.02546,5133.4145,3018.2329
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,8,3.9938,3.2676,17.3155,0.3067,0.0908,0.2106,0.05098,0.05299,0.02815,5921.7213,4048.5883
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,10,4.402,4.565,23.2268,0.3267,0.1227,0.1909,0.04548,0.05088,0.02565,3291.6757,2061.4846
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,11,4.2547,4.4573,23.2775,0.2983,0.06361,0.2161,0.04838,0.05222,0.0198,6827.2304,3767.6994
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,12,3.9444,4.1087,19.2346,0.2948,0.07361,0.1986,0.03437,0.04681,0.01734,3317.0877,2238.9003
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,13,5.3891,4.8502,26.8024,0.3339,0.1087,0.2033,0.04656,0.05526,0.02779,5790.6555,2746.6815
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,14,4.1604,3.4039,19.5539,0.3301,0.08803,0.2184,0.05197,0.05745,0.02199,6180.3434,4304.2745
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,15,4.181,3.9023,21.4774,0.3358,0.1303,0.203,0.03864,0.05504,0.02604,5233.5685,3251.2608
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,16,4.7739,4.2188,26.5306,0.3575,0.1157,0.2161,0.03725,0.06289,0.03015,5011.5312,3079.4467
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,17,4.9593,4.4083,18.4581,0.2696,0.05686,0.1923,0.04022,0.04187,0.01577,3388.7342,2056.952
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,18,4.0971,4.2021,23.5919,0.3268,0.09379,0.2113,0.04345,0.05614,0.02435,4428.7415,2676.8041
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,19,4.6565,4.213,21.5693,0.3104,0.08254,0.203,0.04212,0.0512,0.02214,4956.581,3854.7782
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,20,4.9688,4.4548,24.4094,0.3145,0.07961,0.2129,0.04683,0.05479,0.02405,5198.791,3340.4301
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,21,5.3966,5.0244,26.4538,0.3113,0.08819,0.2059,0.0457,0.05265,0.02448,5334.8221,3377.973
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,22,4.2598,4.4492,25.116,0.3177,0.09688,0.2152,0.05625,0.05645,0.03017,5596.7695,3466.7731
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,23,4.755,4.2456,22.7888,0.3297,0.09539,0.2017,0.04302,0.05368,0.02325,4095.4115,2755.4529
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,24,4.797,3.198,16.9014,0.3211,0.09635,0.2068,0.02931,0.05285,0.0191,3348.555,2259.8199
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,25,3.8426,4.0621,20.8207,0.3092,0.08905,0.2041,0.04561,0.05126,0.02324,5723.6962,3662.8192
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,26,4.4281,4.5446,20.457,0.2917,0.08511,0.191,0.03949,0.04501,0.02054,4645.3943,3238.6143
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,27,4.6724,5.0061,24.5399,0.3019,0.09835,0.1975,0.05131,0.04902,0.02529,5758.4887,3200.9985
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,28,4.4756,3.9961,17.287,0.2888,0.08252,0.1829,0.04325,0.04326,0.02002,5058.1987,4058.1345
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,29,4.6942,4.5943,22.5826,0.2878,0.07066,0.2122,0.04223,0.04915,0.01881,3650.7706,2023.8647
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,30,4.5724,4.3086,19.8006,0.2902,0.07871,0.1969,0.041,0.04596,0.01819,3325.8298,2254.6973
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,31,3.9509,3.696,17.6884,0.2887,0.07711,0.2069,0.04278,0.04786,0.01797,4836.2073,3613.1089
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,32,4.5619,4.5619,20.2885,0.2846,0.055,0.194,0.03999,0.04447,0.01617,3234.9094,1861.3526
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,33,4.4903,4.2908,23.9071,0.3275,0.1255,0.2056,0.05145,0.05572,0.03147,5345.6436,3191.942
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,34,4.8745,4.4846,20.2509,0.309,0.07575,0.1842,0.03784,0.04516,0.01423,3624.1807,1925.9248
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,35,4.3452,4.3452,19.4597,0.2855,0.08796,0.1933,0.04364,0.04478,0.01958,5825.8107,3348.262
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,36,3.7091,3.8945,19.2614,0.3042,0.06856,0.204,0.02953,0.04946,0.01548,3311.2133,2358.5218
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,37,4.6028,4.8029,25.046,0.3223,0.09169,0.1993,0.04111,0.05215,0.02224,4485.0784,2654.6547
230811_k,230728,Y1499,SMDGE,24h,control,4,585.4895,38,5.0973,4.7575,20.4581,0.2978,0.08749,0.18,0.03907,0.043,0.01799,3872.6127,2500.1521
